Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
40121,1960/01/28,"14 h 34 min 19 sec","UBAYE (ST-PAUL)","ALPES PROVENCALES",REPLIQUE,996437.02,6390445.20,44.55,6.73,5,"ASSEZ SURE"
60095,1960/02/21,"11 h 22 min","ALPES NICOISES (CONTES ET PEILLE)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1048503.12,6311526.54,43.82,7.33,2,"INFORMATION ISOLÉE"
60096,1960/02/21,"11 h 24 min","ALPES NICOISES (CONTES ET PEILLE)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1048503.12,6311526.54,43.82,7.33,2,"INFORMATION ISOLÉE"
60097,1960/03/03,"18 h 58 min","ALPES NICOISES (CONTES ET PEILLE)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1048503.12,6311526.54,43.82,7.33,2,"INFORMATION ISOLÉE"
40122,1960/05/08,"17 h 30 min","UBAYE (ST-PAUL)","ALPES PROVENCALES",REPLIQUE,997759.43,6390507.91,44.55,6.75,4,"ASSEZ SURE"
650385,1960/05/13,"2 h 15 min 52 sec","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",,472627.36,6207778.38,42.93,0.22,4,"ASSEZ SURE"
670107,1960/05/13,"3 h 55 min 34 sec","VOSGES ALSACIENNES (CHAMP-DU-FEU)",ALSACE,,1020374.39,6823576.66,48.43,7.33,5,SURE
670108,1960/05/23,"1 h 8 min 25 sec","VOSGES ALSACIENNES (CHAMP-DU-FEU)",ALSACE,REPLIQUE,1016882.29,6819675.30,48.40,7.28,5,SURE
680086,1960/06/19,"3 h 35 min 14 sec","SUNDGAU (JETTINGEN)",ALSACE,,1029307.91,6729470.99,47.58,7.38,5,SURE
10032,1960/07/12,"0 h 46 min 47 sec","BUGEY (NANTUA)","BRESSE ET JURA BRESSAN",,898125.74,6562500.88,46.13,5.57,5,"ASSEZ SURE"
650386,1960/08/05,"5 h 21 min 35 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447134.89,6218001.20,43.02,-0.10,5,"ASSEZ SURE"
40123,1960/10/12,"2 h 46 min 21 sec","HAUT-VERDON (CASTELLANE)","ALPES PROVENCALES",,983797.67,6317572.20,43.90,6.53,3.5,"ASSEZ SURE"
650387,1960/10/24,"22 h 6 min","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",,475284.72,6205830.85,42.92,0.25,4,"ASSEZ SURE"
650438,1960/11/21,"0 h 50 min","BIGORRE (CAPVERN ?)","PYRENEES CENTRALES",,477351.61,6226156.37,43.10,0.27,4,INCERTAINE
50074,1960/12/05,"19 h 30 min","EMBRUNAIS (VARS)","ALPES DAUPHINOISES",PRECURSEUR,988076.64,6399321.67,44.63,6.63,3.5,ARBITRAIRE
50075,1960/12/06,"1 h 26 min 22 sec","EMBRUNAIS (VARS)","ALPES DAUPHINOISES",,988076.64,6399321.67,44.63,6.63,5,"ASSEZ SURE"
650388,1961/01/15,"4 h 27 min","LAVEDAN (SALLES)","PYRENEES CENTRALES",,447280.36,6221704.60,43.05,-0.10,4,"ASSEZ SURE"
130085,1961/02/23,"20 h 45 min 59 sec","BASSIN D'AIX-EN-PROVENCE (GARDANNE)",PROVENCE,,902416.83,6264415.48,43.45,5.50,4.5,"ASSEZ SURE"
380065,1961/03/03,"0 h 52 min 27 sec","BELLEDONNE (URIAGE)",DAUPHINE,,922685.72,6452222.97,45.13,5.83,5,"ASSEZ SURE"
40124,1961/04/28,"4 h 38 min 33 sec","QUEYRAS (CEILLAC)","ALPES DAUPHINOISES",,999783.45,6403578.61,44.67,6.78,3,"INFORMATION ISOLÉE"
670110,1961/05/02,"7 h 56 min 34 sec","PLAINE DE BASSE-ALSACE (GERSTHEIM)",ALSACE,,1047782.86,6819579.36,48.38,7.70,4,INCERTAINE
670111,1961/05/02,"20 h 40 min","PLAINE DE BASSE-ALSACE (SEMMERSHEIM)",ALSACE,,1041948.35,6813667.60,48.33,7.62,4,INCERTAINE
840077,1961/06/08,"7 h 26 min 54 sec","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)",VAUCLUSE,,913438.65,6298134.87,43.75,5.65,4.5,"ASSEZ SURE"
880032,1961/07/22,"22 h 4 min 45 sec","VOSGES COMTOISES (LE VAL-D'AJOL)",VOSGES,,962349.79,6768762.66,47.97,6.52,4,"ASSEZ SURE"
30023,1961/10/17,"2 h 30 min 57 sec","HAUTE-MARCHE (MONTLUCON)",BOURBONNAIS,,687175.39,6579653.66,46.32,2.83,5,"ASSEZ SURE"
730179,1961/10/26,"16 h 59 min 39 sec","CHAUTAGNE (CHINDRIEUX)","ALPES SAVOYARDES",,922617.22,6526305.19,45.80,5.87,4,"ASSEZ SURE"
170078,1962/02/02,"3 h 26 min 4 sec","SAINTONGE (ST-JEAN-D'ANGELY)",CHARENTES,,437184.29,6555685.47,46.05,-0.40,5,SURE
610012,1962/02/18,"5 h 43 min 35 sec","BOCAGE NORMAND (LANDISACQ)",NORMANDIE,,433042.86,6857983.48,48.77,-0.63,5,SURE
180022,1962/03/07,"1 h 25 min 33 sec","CHAMPAGNE BERRICHONNE (LES AIX-D'ANGILLON)",BERRY,,668466.07,6679680.00,47.22,2.58,3.5,"ASSEZ SURE"
350038,1962/03/14,"20 h 54 min 50 sec","PAYS DE REDON (LA CHAPELLE-SAINT-MELAINE)",BRETAGNE,,327736.94,6745001.41,47.70,-1.97,5,"ASSEZ SURE"
380066,1962/04/12,"13 h 38 min 5 sec","VERCORS (CORRENCON-EN-VERCORS)",DAUPHINE,PRECURSEUR,902095.83,6440405.94,45.03,5.57,5,SURE
380067,1962/04/12,"20 h 12 min 0 sec","VERCORS (CORRENCON-EN-VERCORS)",DAUPHINE,PRECURSEUR,902095.83,6440405.94,45.03,5.57,4.5,"ASSEZ SURE"
380070,1962/04/25,"4 h 44 min 48 sec","VERCORS (CORRENCON-EN-VERCORS)",DAUPHINE,,902095.83,6440405.94,45.03,5.57,7.5,SURE
380071,1962/04/27,"4 h 17 min 43 sec","VERCORS (CORRENCON-EN-VERCORS)",DAUPHINE,REPLIQUE,902216.14,6436705.78,45.00,5.57,5,"ASSEZ SURE"
740090,1962/05/12,"19 h 21 min 27 sec","GENEVOIS (SERRAVAL)","ALPES SAVOYARDES",,961424.02,6527837.70,45.80,6.37,3.5,"ASSEZ SURE"
380072,1962/05/28,"16 h 21 min 27 sec","VERCORS (CORRENCON-EN-VERCORS)",DAUPHINE,REPLIQUE,900903.48,6436663.24,45.00,5.55,5,"ASSEZ SURE"
380073,1962/06/07,"19 h 55 min 15 sec","VERCORS (CORRENCON-EN-VERCORS)",DAUPHINE,REPLIQUE,902155.98,6438555.92,45.02,5.57,5,"ASSEZ SURE"
380074,1962/07/15,"4 h 36 min 11 sec","VERCORS (MONTEYNARD)",DAUPHINE,PRECURSEUR,905024.18,6431241.43,44.95,5.60,5,"ASSEZ SURE"
310028,1962/07/27,"21 h 4 min","HAUT-COMMINGES (ANTIGNAC)","PYRENEES CENTRALES",,502173.53,6193824.41,42.82,0.58,4,"ASSEZ SURE"
640353,1962/10/23,"0 h 30 min","OSSAU (ASTE-BEON)","PYRENEES OCCIDENTALES",,417162.95,6217393.36,43.00,-0.47,4,INCERTAINE
640354,1962/10/23,"5 h 20 min","OSSAU (ASTE-BEON)","PYRENEES OCCIDENTALES",,419961.43,6219126.01,43.02,-0.43,4,INCERTAINE
640355,1962/10/23,"6 h 15 min","OSSAU (ASTE-BEON)","PYRENEES OCCIDENTALES",,421319.93,6219067.05,43.02,-0.42,4,INCERTAINE
60098,1963/03/11,"10 h 28 min 15 sec","MONTAGNES DU HAUT-VAR (PUGET-THENIERS)","ALPES MARITIMES",,1010188.01,6326225.63,43.97,6.87,3,"ASSEZ SURE"
650390,1963/04/23,"20 h 3 min","BIGORRE (GERMS-SUR-L'OUSSOUET ?)","PYRENEES CENTRALES",,458144.76,6221287.04,43.05,0.03,4,"ASSEZ SURE"
380075,1963/04/25,"13 h 36 min 11 sec","VERCORS (MONTEYNARD)",DAUPHINE,,910341.76,6429566.65,44.93,5.67,7,SURE
380080,1963/04/27,"5 h 28 min 20 sec","VERCORS (MONTEYNARD)",DAUPHINE,REPLIQUE,909027.60,6429522.39,44.93,5.65,7,SURE
50076,1963/06/27,"0 h 11 min 42 sec","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES","GROUPE DE SECOUSSES D UN ESSAIM",986714.23,6428909.85,44.90,6.63,5,"ASSEZ SURE"
150029,1963/08/05,"5 h 3 min 51 sec","AUBRAC (FRIDEFONT, BGE.DE GRANDVAL)",AUVERGNE,,706574.40,6426018.02,44.93,3.08,5,"ASSEZ SURE"
650391,1963/08/24,"11 h 41 min 43 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,459710.54,6226791.50,43.10,0.05,3.5,INCERTAINE
640357,1963/09/22,"22 h 20 min","BEARN (BUZIET)","PYRENEES OCCIDENTALES",,416212.71,6226709.82,43.08,-0.48,4,"ASSEZ SURE"
50077,1963/09/27,"23 h 51 min 9 sec","QUEYRAS (RISOUL)","ALPES DAUPHINOISES",,986671.40,6401110.40,44.65,6.62,5,"ASSEZ SURE"
150032,1963/09/29,"7 h 8 min 47 sec","AUBRAC (FRIDEFONT, BGE.DE GRANDVAL)",AUVERGNE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",709190.55,6435276.89,45.02,3.12,4.5,"ASSEZ SURE"
40125,1963/10/22,"22 h 14 min 7 sec","PREALPES DE DIGNE (MALIJAI)","ALPES PROVENCALES",,943018.90,6332557.02,44.05,6.03,5,SURE
380082,1963/12/02,"6 h 3 min","VERCORS (MONTEYNARD)",DAUPHINE,REPLIQUE,910341.76,6429566.65,44.93,5.67,4,"ASSEZ SURE"
380083,1963/12/04,"11 h 26 min 42 sec","VERCORS (CORRENCON-EN-VERCORS)",DAUPHINE,REPLIQUE,902155.98,6438555.92,45.02,5.57,6,"ASSEZ SURE"
380084,1963/12/07,"10 h 39 min","VERCORS (CORRENCON-EN-VERCORS)",DAUPHINE,REPLIQUE,900903.48,6436663.24,45.00,5.55,6,"ASSEZ SURE"
380085,1963/12/12,"13 h 24 min 57 sec","VERCORS (CORRENCON-EN-VERCORS)",DAUPHINE,REPLIQUE,898101.25,6442129.37,45.05,5.52,6,"ASSEZ SURE"
150033,1964/02/25,"15 h 35 min","AUBRAC (FRIDEFONT, BGE.DE GRANDVAL)",AUVERGNE,,713133.25,6433432.85,45.00,3.17,3.5,ARBITRAIRE
650392,1964/04/15,"19 h 35 min 40 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,5,INCERTAINE
650393,1964/06/04,"16 h 54 min 21 sec","BIGORRE (GAZOST)","PYRENEES CENTRALES",,,,,,4,INCERTAINE
380090,1964/08/13,"5 h 18 min 41 sec","BELLEDONNE (VIZILLE)",DAUPHINE,,916461.12,6442741.88,45.05,5.75,4,INCERTAINE
650394,1964/08/29,"2 h 45 min 25 sec","LAVEDAN (LUZ-SAINT-SAUVEUR)","PYRENEES CENTRALES",,458603.01,6197160.08,42.83,0.05,5.5,"ASSEZ SURE"
150034,1964/09/05,"7 h 24 min 39 sec","AUBRAC (FRIDEFONT, BGE.DE GRANDVAL)",AUVERGNE,,706568.54,6431571.33,44.98,3.08,4,"ASSEZ SURE"
740091,1964/09/18,"5 h 49 min","CHABLAIS (SAMOENS)","ALPES SAVOYARDES",,988476.11,6558698.08,46.07,6.73,3.5,INCERTAINE
560037,1964/09/21,"19 h 22 min 47 sec","PLATEAUX BRETONS (BILLIO-CRUGUEL)",BRETAGNE,,281654.47,6766648.76,47.87,-2.60,4,"ASSEZ SURE"
650395,1964/09/24,"17 h 40 min","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,4,"INFORMATION ISOLÉE"
880033,1964/12/15,"5 h 34 min 10 sec","HAUTES-VOSGES (ST-AME)",VOSGES,,973188.31,6776671.73,48.03,6.67,4,"ASSEZ SURE"
230029,1965/02/03,"20 h 35 min 24 sec","HAUTE-MARCHE (LA SOUTERRAINE ?)",LIMOUSIN,,583125.56,6571508.16,46.23,1.48,3,"INFORMATION ISOLÉE"
380093,1965/02/22,"9 h 15 min 22 sec","BAS-PLATEAUX DAUPHINOIS (ST-GEOIRS)",DAUPHINE,,888020.61,6471445.78,45.32,5.40,4,"ASSEZ SURE"
490073,1965/03/04,"0 h 47 min 13 sec","CRAONNAIS ET SEGREEN (LE LION-D'ANGERS)",ANJOU,,421259.32,6737999.51,47.68,-0.72,5.5,SURE
60099,1965/03/13,"20 h 22 min 48 sec","ALPES NICOISES (VALDEBLORE)","ALPES MARITIMES",,1034980.03,6338616.01,44.07,7.18,5,"ASSEZ SURE"
640361,1965/04/13,"16 h","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,405951.33,6240155.47,43.20,-0.62,4,"INFORMATION ISOLÉE"
680087,1965/05/13,"2 h 12 min 8 sec","PLAINE DE HAUTE-ALSACE (FESSENHEIM)",ALSACE,,1038439.74,6767081.58,47.92,7.53,3,"INFORMATION ISOLÉE"
30024,1965/09/17,"0 h 31 min 2 sec","BOCAGE BOURBONNAIS (AINAY-LE-CHÃ‚TEAU)",BOURBONNAIS,,677084.55,6624106.12,46.72,2.70,2,"INFORMATION ISOLÉE"
730181,1965/10/03,"22 h 20 min 14 sec","ALBANAIS (ST-GERMAIN-LA-CHAMBOTTE)","ALPES SAVOYARDES",,925272.57,6524550.08,45.78,5.90,2.5,"INFORMATION ISOLÉE"
560038,1965/11/08,"18 h 44 min 18 sec","PLATEAUX BRETONS (PLOERMEL)",BRETAGNE,,297204.40,6774846.02,47.95,-2.40,5,INCERTAINE
40130,1965/12/02,"3 h 46 min 33 sec","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",,989354.03,6371580.02,44.38,6.63,4,"ASSEZ SURE"
730182,1965/12/08,"19 h 57 min 8 sec","BEAUFORTIN (MONTVALEZAN)","ALPES SAVOYARDES",,997324.91,6509091.45,45.62,6.82,4,"ASSEZ SURE"
40132,1965/12/12,"2 h 49 min 42 sec","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",,993246.76,6373614.02,44.40,6.68,3.5,"ASSEZ SURE"
40133,1966/01/11,"14 h 50 min 36 sec","UBAYE (FAUCON)","ALPES PROVENCALES",,995811.56,6375587.84,44.42,6.72,3,"ASSEZ SURE"
740092,1966/01/19,"7 h 0 min 31 sec","MASSIF DU MONT-BLANC (MEGEVE)","ALPES SAVOYARDES",,984359.51,6536270.57,45.87,6.67,4,INCERTAINE
650396,1966/01/28,"18 h 40 min","BIGORRE (NESTIER)","PYRENEES CENTRALES",,494876.19,6221865.43,43.07,0.48,3,INCERTAINE
650397,1966/02/14,"5 h 17 min","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,5,"INFORMATION ISOLÉE"
840078,1966/04/25,"20 h 25 min 43 sec","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)",VAUCLUSE,,916311.15,6292672.20,43.70,5.68,4.5,INCERTAINE
840079,1966/05/01,"23 h 51 min 46 sec","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)",VAUCLUSE,REPLIQUE,916185.29,6296374.41,43.73,5.68,4.5,"INFORMATION ISOLÉE"
650398,1966/05/20,"0 h 52 min 58 sec","HAUT-COMMINGES (GOURDAN-POLIGNAN)","PYRENEES CENTRALES",,493042.70,6207090.82,42.93,0.47,6,"ASSEZ SURE"
250022,1966/07/02,"6 h 15 min 23 sec","PLATEAU DE HAUTE-SAONE (FAUCOGNEY ?)",FRANCHE-COMTE,,966746.34,6754129.62,47.83,6.57,4,INCERTAINE
250023,1966/07/10,"3 h 45 min 14 sec","AVANT-PAYS JURASSIEN (MONTAGNEY)",FRANCHE-COMTE,,954007.76,6701674.77,47.37,6.37,3,"ASSEZ SURE"
380095,1966/08/24,"20 h 47 min 4 sec","VERCORS (MONTEYNARD)",DAUPHINE,,912780.14,6435206.06,44.98,5.70,5,"ASSEZ SURE"
740093,1967/01/05,"16 h 35 min 1 sec","FAUCIGNY (MARIGNIER)","ALPES SAVOYARDES",,972867.06,6561684.92,46.10,6.53,4,"ASSEZ SURE"
350039,1967/01/17,"6 h 8 min 53 sec","PAYS MALOUIN (ST-MALO)",BRETAGNE,,330142.02,6880350.68,48.92,-2.05,4.5,ARBITRAIRE
670112,1967/01/19,"4 h 35 min 33 sec","PLAINE DE BASSE-ALSACE (BRUMATH)",ALSACE,,1044244.67,6858346.08,48.73,7.68,4,"ASSEZ SURE"
200010,1967/01/24,"3 h 23 min","CAP CORSE (BASTIA)",CORSE,,1232639.77,6183016.02,42.55,9.48,3,ARBITRAIRE
840080,1967/01/26,"3 h 0 min 28 sec","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)",VAUCLUSE,,913500.80,6296283.71,43.73,5.65,5,"ASSEZ SURE"
630073,1967/04/08,"12 h 46 min 59 sec","COMBRAILLE (VALIGNAT)",AUVERGNE,,706427.90,6564836.52,46.18,3.08,4,INCERTAINE
440057,1967/06/22,"1 h 29 min","PAYS DE CHATEAUBRIANT (SOUDAN)","PAYS NANTAIS ET VENDEEN",,377853.49,6745767.08,47.73,-1.30,2,"INFORMATION ISOLÉE"
210029,1967/07/16,"14 h 4 min 14 sec","PLAINE DE HAUTE-BOURGOGNE (AUXONNE)",BOURGOGNE,,884129.68,6682434.12,47.22,5.43,5,"ASSEZ SURE"
640362,1967/08/13,"22 h 7 min 50 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES","GROUPE DE SECOUSSES D UN ESSAIM",393234.69,6229620.48,43.10,-0.77,8,SURE
560039,1967/10/15,"6 h 40 min 40 sec","LANDES DE LANVAUX (PLAUDREN)",BRETAGNE,,277131.25,6755832.28,47.77,-2.65,5,"ASSEZ SURE"
640363,1967/10/22,"20 h 42 min 40 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",REPLIQUE,397303.76,6229427.52,43.10,-0.72,5,"ASSEZ SURE"
870018,1967/11/18,"2 h 0 min 59 sec","BASSE-MARCHE (LUSSAC-LES-EGLISES)",LIMOUSIN,,561506.33,6581218.72,46.32,1.20,4,INCERTAINE
60100,1967/12/06,"4 h 15 min 23 sec","ALPES NICOISES (W. ROQUEBILLIERE)","ALPES MARITIMES",,1039376.89,6331432.65,44.00,7.23,5,"ASSEZ SURE"
390014,1968/02/05,"2 h 28 min 49 sec","PLATEAUX JURASSIENS (CLAIRVAUX-LES-LACS)",FRANCHE-COMTE,,910596.39,6611071.34,46.57,5.75,4.5,SURE
210030,1968/03/08,"4 h 1 min 6 sec","PLAINE DE HAUTE-BOURGOGNE (PONTAILLER/SAONE)",BOURGOGNE,,876346.16,6689607.70,47.28,5.33,4.5,"ASSEZ SURE"
650399,1968/03/12,"14 h 54 min 55 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,442984.66,6216310.86,43.00,-0.15,4,"ASSEZ SURE"
850039,1968/03/15,"13 h 44 min 27 sec","COTE VENDEENNE (ST-JEAN-DE-MONTS)","PAYS NANTAIS ET VENDEEN",,321452.91,6645226.74,46.80,-1.97,4.5,SURE
850041,1968/03/24,"19 h 51 min 36 sec","COTE VENDEENNE (ST-JEAN-DE-MONTS)","PAYS NANTAIS ET VENDEEN",REPLIQUE,321103.86,6639684.62,46.75,-1.97,4.5,"ASSEZ SURE"
870019,1968/04/07,"19 h 13 min 24 sec","BASSE-MARCHE (CHATEAUPONSAC)",LIMOUSIN,,566188.02,6560749.30,46.13,1.27,4.5,SURE
740094,1968/06/27,"15 h 43 min 40 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",,988620.76,6582793.02,46.28,6.75,6.5,"ASSEZ SURE"
60101,1968/07/15,"4 h 21 min 3 sec","ALPES NICOISES (LUCERAM)","ALPES MARITIMES",,1050771.78,6319070.97,43.88,7.37,4,INCERTAINE
740097,1968/08/19,"0 h 36 min 43 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",,989814.32,6584702.88,46.30,6.77,7,SURE
650400,1968/10/04,"7 h 13 min 52 sec","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,3,"INFORMATION ISOLÉE"
730184,1968/10/19,"15 h 42 min 57 sec","BEAUFORTIN (BOURG-SAINT-MAURICE)","ALPES SAVOYARDES",,993843.67,6527453.72,45.78,6.78,4,INCERTAINE
650401,1968/10/21,"6 h 25 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,452712.51,6221493.53,43.05,-0.03,3.5,"ASSEZ SURE"
740103,1968/11/25,"5 h 44 min 49 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,5,"INFORMATION ISOLÉE"
740105,1968/11/27,"2 h 3 min 32 sec","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,985035.41,6577064.98,46.23,6.70,5,INCERTAINE
650402,1968/12/19,"1 h 7 min 40 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,448638.40,6221651.41,43.05,-0.08,3,"ASSEZ SURE"
730185,1969/05/10,"7 h 24 min 25 sec","VANOISE (ST-MARTIN-DE-BELLEVILLE)","ALPES SAVOYARDES",,972436.38,6483852.88,45.40,6.48,4.5,INCERTAINE
640364,1969/06/07,"22 h 34 min 0 sec","BEARN (FEAS)","PYRENEES OCCIDENTALES",,400103.01,6231151.36,43.12,-0.68,5,"ASSEZ SURE"
900007,1969/07/10,"16 h 23 min 10 sec","TERRITOIRE DE BELFORT (GIROMAGNY)",FRANCHE-COMTE,,985876.79,6745755.56,47.75,6.82,3,INCERTAINE
